Id,LotArea,Street,SalePrice,Neighborhood,YearBuilt,OverallQual,OverallCond,KitchenQual
1013,10592,Pave,165000,Crawfor,1923,6,7,Gd
1014,7200,Pave,85000,OldTown,1910,5,4,TA
1015,11664,Pave,119200,NAmes,1948,6,5,TA
1016,8400,Pave,227000,NWAmes,2001,8,6,Gd
1017,11883,Pave,203000,CollgCr,1996,7,5,Gd
1018,5814,Pave,187500,StoneBr,1984,8,5,Gd
1019,10784,Pave,160000,Gilbert,1991,7,5,Gd
1020,3013,Pave,213490,Blmngtn,2005,7,5,Gd
1021,7024,Pave,176000,Edwards,2005,4,5,Gd
1022,7406,Pave,194000,CollgCr,2006,7,5,Gd
1023,9439,Pave,87000,OldTown,1930,5,5,TA
1024,3182,Pave,191000,Blmngtn,2005,7,5,Gd
1025,15498,Pave,287000,Timber,1976,8,6,Gd
1026,7700,Pave,112500,CollgCr,1972,5,5,TA
1027,9300,Pave,167500,NAmes,1960,5,5,TA
1028,9520,Pave,293077,Timber,2007,8,5,Gd
1029,9492,Pave,105000,NAmes,1941,5,5,TA
1030,1680,Pave,118000,BrDale,1972,6,7,TA
1031,7082,Pave,160000,SWISU,1916,5,8,TA
1032,15863,Pave,197000,SWISU,1920,7,3,TA
1033,14541,Pave,310000,NoRidge,1993,8,7,Gd
1034,8125,Pave,230000,CollgCr,2002,7,5,Gd
1035,6305,Pave,119750,Crawfor,1938,5,7,Fa
1036,11500,Pave,84000,Edwards,1957,4,3,TA
1037,12898,Pave,315500,Timber,2007,9,5,Ex
1038,9240,Pave,287000,CollgCr,2001,8,5,Gd
1039,1533,Pave,97000,MeadowV,1970,4,6,TA
1040,1477,Pave,80000,MeadowV,1970,4,4,TA
1041,13125,Pave,155000,Sawyer,1957,5,4,TA
1042,9130,Pave,173000,NWAmes,1966,6,8,Gd
1043,5381,Pave,196000,NridgHt,2005,6,5,Gd
1044,11839,Pave,262280,SawyerW,1990,7,5,Gd
1045,9600,Pave,278000,NWAmes,1981,8,5,Gd
1046,13680,Pave,139600,Edwards,1955,3,5,TA
1047,16056,Pave,556581,StoneBr,2005,9,5,Ex
1048,9245,Pave,145000,CollgCr,1994,5,5,TA
1049,21750,Pave,115000,Mitchel,1960,5,4,TA
1050,11100,Pave,84900,Edwards,1946,4,7,Gd
1051,8993,Pave,176485,Gilbert,2007,7,5,Gd
1052,11175,Pave,200141,CollgCr,2007,7,5,Gd
1053,9500,Pave,165000,NAmes,1964,6,6,TA
1054,8562,Pave,144500,Edwards,1957,5,6,TA
1055,11367,Pave,255000,CollgCr,2002,8,5,Gd
1056,11361,Pave,180000,NWAmes,1976,6,5,TA
1057,7052,Pave,185850,NridgHt,2005,7,5,Gd
1058,29959,Pave,248000,NoRidge,1994,7,6,Gd
1059,11308,Pave,335000,NridgHt,2008,9,5,Ex
1060,11275,Pave,220000,Crawfor,1932,6,7,TA
1061,4920,Pave,213500,StoneBr,2001,8,5,Gd
1062,18000,Grvl,81000,IDOTRR,1935,3,4,TA
1063,13600,Pave,90000,OldTown,1900,5,5,TA
1064,6000,Pave,110500,OldTown,1925,6,6,Gd
1065,11000,Pave,154000,NAmes,1966,5,6,TA
1066,14000,Pave,328000,ClearCr,1996,7,5,Gd
1067,7837,Pave,178000,Gilbert,1993,6,7,TA
1068,9760,Pave,167900,NAmes,1964,6,6,TA
1069,3964,Pave,151400,MeadowV,1973,6,4,TA
1070,9600,Pave,135000,NAmes,1949,5,7,Gd
1071,10152,Pave,135000,NAmes,1956,5,5,TA
1072,11700,Pave,154000,NWAmes,1968,6,6,TA
1073,7585,Pave,91500,Edwards,1948,5,3,TA
1074,7950,Pave,159500,Edwards,1977,6,6,TA
1075,8556,Pave,194000,CollgCr,2006,7,5,Gd
1076,13125,Pave,219500,Crawfor,1940,7,6,TA
1077,10800,Pave,170000,OldTown,1936,5,8,Gd
1078,15870,Pave,138800,NAmes,1969,5,5,TA
1079,4435,Pave,155900,CollgCr,2004,6,5,Gd
1080,8775,Pave,126000,CollgCr,1994,5,5,TA
1081,11040,Pave,145000,NWAmes,1971,6,7,Gd
1082,7500,Pave,133000,Sawyer,1963,5,5,TA
1083,8749,Pave,192000,CollgCr,2002,7,5,Gd
1084,8800,Pave,160000,NAmes,1964,6,6,TA
1085,13031,Pave,187500,Gilbert,1995,6,5,TA
1086,9069,Pave,147000,SawyerW,1992,6,6,Gd
1087,1974,Pave,83500,MeadowV,1973,4,5,TA
1088,10574,Pave,252000,Somerst,2005,8,5,Gd
1089,2522,Pave,137500,Edwards,2004,7,5,Gd
1090,3316,Pave,197000,Somerst,2005,8,5,Gd
1091,8544,Pave,92900,NAmes,1950,3,4,TA
1092,2160,Pave,160000,Somerst,1999,7,5,Gd
1093,8400,Pave,136500,SWISU,1925,6,5,TA
1094,9230,Pave,146000,NAmes,1965,5,8,Gd
1095,5868,Pave,129000,NAmes,1956,5,7,TA
1096,9317,Pave,176432,CollgCr,2006,6,5,Gd
1097,6882,Pave,127000,IDOTRR,1914,6,7,Gd
1098,3696,Pave,170000,StoneBr,1986,8,5,Gd
1099,6000,Pave,128000,BrkSide,1936,4,6,TA
1100,11880,Pave,157000,NWAmes,1978,7,5,TA
1101,8400,Pave,60000,SWISU,1920,2,5,Fa
1102,9758,Pave,119500,NAmes,1971,5,5,TA
1103,7000,Pave,135000,NAmes,1960,5,7,TA
1104,8910,Pave,159500,NAmes,1959,6,6,TA
1105,2016,Pave,106000,BrDale,1970,5,5,TA
1106,12256,Pave,325000,NoRidge,1994,8,5,Gd
1107,10357,Pave,179900,SawyerW,1990,7,5,Gd
1108,23257,Pave,274725,Gilbert,2006,7,5,Gd
1109,8063,Pave,181000,Gilbert,2000,6,5,TA
1110,11362,Pave,280000,NridgHt,2004,8,5,Gd
1111,8000,Pave,188000,Gilbert,1995,6,5,TA
1112,10480,Pave,205000,NWAmes,1976,7,6,TA
1113,7100,Pave,129900,NAmes,1957,5,7,TA
1114,8923,Pave,134500,NAmes,1953,5,7,Gd
1115,5400,Pave,117000,OldTown,1954,5,7,Gd
1116,12085,Pave,318000,NridgHt,2007,8,5,Ex
1117,7750,Pave,184100,Gilbert,2002,8,5,Gd
1118,9764,Pave,130000,Sawyer,1967,5,7,Gd
1119,13825,Pave,140000,Sawyer,1958,5,6,TA
1120,7560,Pave,133700,NAmes,1959,5,5,TA
1121,8263,Pave,118400,IDOTRR,1920,6,5,TA
1122,10084,Pave,212900,CollgCr,2005,7,5,Gd
1123,8926,Pave,112000,Edwards,1956,4,3,TA
1124,9405,Pave,118000,Edwards,1947,5,9,TA
1125,9125,Pave,163900,Gilbert,1992,7,5,Gd
1126,10434,Pave,115000,NAmes,1955,4,5,Fa
1127,3684,Pave,174000,Blmngtn,2007,7,5,Gd
1128,14572,Pave,259000,Gilbert,2004,7,5,Gd
1129,11796,Pave,215000,Gilbert,2004,7,5,Gd
1130,7200,Pave,140000,OldTown,1980,5,5,TA
1131,7804,Pave,135000,SWISU,1928,4,3,Gd
1132,10712,Pave,93500,Mitchel,1991,5,5,TA
1133,9900,Pave,117500,OldTown,1880,6,4,Fa
1134,9828,Pave,239500,SawyerW,1995,8,5,Gd
1135,8773,Pave,169000,Gilbert,1997,6,5,TA
1136,6180,Pave,102000,BrkSide,1926,6,5,TA
1137,9600,Pave,119000,NAmes,1950,6,5,TA
1138,6342,Pave,94000,Sawyer,1875,5,8,TA
1139,9819,Pave,196000,Mitchel,1977,6,5,Gd
1140,8731,Pave,144000,BrkSide,1920,5,5,TA
1141,7350,Pave,139000,NAmes,1951,5,7,TA
1142,10304,Pave,197500,NWAmes,1976,5,7,Gd
1143,9965,Pave,424870,CollgCr,2006,8,5,Gd
1144,9000,Pave,80000,Sawyer,1959,5,3,TA
1145,12180,Pave,80000,Edwards,1941,4,4,Fa
1146,6240,Pave,149000,BrkSide,1928,5,6,TA
1147,11200,Pave,180000,SawyerW,1985,6,5,Gd
1148,12000,Pave,174500,Crawfor,1941,7,7,Fa
1149,5700,Pave,116900,OldTown,1926,7,7,TA
1150,9000,Pave,143000,OldTown,1920,7,9,TA
1151,8280,Pave,124000,NAmes,1950,6,5,Gd
1152,17755,Pave,149900,Edwards,1959,5,4,Fa
1153,14115,Pave,230000,Crawfor,1956,6,7,Ex
1154,5890,Pave,120500,IDOTRR,1930,6,8,TA
1155,13700,Pave,201800,NAmes,1965,7,6,Gd
1156,10768,Pave,218000,Veenker,1976,5,8,Gd
1157,9350,Pave,179900,NAmes,1965,5,8,Gd
1158,5001,Pave,230000,NridgHt,2007,7,5,Gd
1159,11932,Pave,235128,Somerst,2007,8,5,Gd
1160,9120,Pave,185000,NWAmes,1974,6,6,Gd
1161,2280,Pave,146000,NPkVill,1978,6,5,TA
1162,14778,Pave,224000,Crawfor,1954,6,7,Gd
1163,8724,Pave,129000,Sawyer,1968,5,5,TA
1164,12900,Pave,108959,Sawyer,1969,4,4,TA
1165,16157,Pave,194000,Veenker,1978,5,7,Gd
1166,9541,Pave,233170,NridgHt,2009,7,5,Gd
1167,10475,Pave,245350,CollgCr,2008,8,5,Gd
1168,10852,Pave,173000,Gilbert,2000,6,5,TA
1169,13728,Pave,235000,Edwards,1935,6,7,Gd
1170,35760,Pave,625000,NoRidge,1995,10,5,Gd
1171,9880,Pave,171000,Mitchel,1977,6,6,TA
1172,9120,Pave,163000,NAmes,1958,6,6,TA
1173,4017,Pave,171900,Somerst,2006,7,5,Gd
1174,18030,Pave,200500,ClearCr,1946,5,6,Ex
1175,16560,Pave,239000,Crawfor,1932,6,8,TA
1176,10678,Pave,285000,NoRidge,1992,8,5,Gd
1177,6951,Pave,119500,Mitchel,1984,5,5,TA
1178,3950,Pave,115000,OldTown,1926,6,8,TA
1179,7681,Pave,154900,Crawfor,1921,5,6,TA
1180,8335,Pave,93000,Edwards,1954,5,5,TA
1181,11170,Pave,250000,Timber,1990,7,5,TA
1182,5587,Pave,392500,Crawfor,2008,8,5,Gd
1183,15623,Pave,745000,NoRidge,1996,10,5,Ex
1184,10800,Pave,120000,OldTown,1920,5,6,TA
1185,35133,Grvl,186700,Timber,1963,5,4,TA
1186,9738,Pave,104900,Edwards,1924,5,7,TA
1187,10615,Pave,95000,OldTown,1900,3,5,TA
1188,12461,Pave,262000,NoRidge,1994,8,5,Gd
1189,8935,Pave,195000,CollgCr,2002,7,5,Gd
1190,7500,Pave,189000,Gilbert,1999,7,5,Gd
1191,32463,Pave,168000,Mitchel,1961,4,4,TA
1192,2645,Pave,174000,Somerst,1999,8,5,Gd
1193,9600,Pave,125000,OldTown,1925,5,8,Gd
1194,4500,Pave,165000,Mitchel,1999,6,5,TA
1195,9364,Pave,158000,Sawyer,1969,6,7,TA
1196,8029,Pave,176000,Gilbert,2005,6,5,Gd
1197,14054,Pave,219210,Gilbert,2006,7,5,Gd
1198,8850,Pave,144000,OldTown,1916,7,6,TA
1199,9100,Pave,178000,CollgCr,2001,7,5,Gd
1200,11235,Pave,148000,Sawyer,1963,4,5,TA
1201,9353,Pave,116050,NAmes,1970,4,5,TA
1202,10400,Pave,197900,CollgCr,1998,7,5,Gd
1203,6000,Pave,117000,BrkSide,1925,5,8,TA
1204,9750,Pave,213000,CollgCr,2000,7,5,Gd
1205,10140,Pave,153500,NWAmes,1975,5,6,TA
1206,14684,Pave,271900,SawyerW,1990,7,7,Gd
1207,8900,Pave,107000,SawyerW,1966,4,4,TA
1208,9135,Pave,200000,CollgCr,2003,6,5,Gd
1209,7763,Pave,140000,NAmes,1962,5,7,TA
1210,10182,Pave,290000,Somerst,2006,8,5,Gd
1211,11218,Pave,189000,SawyerW,1992,6,5,Gd
1212,12134,Pave,164000,Gilbert,1988,8,7,TA
1213,9340,Pave,113000,Edwards,1941,4,6,TA
1214,10246,Pave,145000,Sawyer,1965,4,9,TA
1215,10205,Pave,134500,NAmes,1962,5,5,TA
1216,7094,Pave,125000,Sawyer,1966,5,5,TA
1217,8930,Pave,112000,Sawyer,1978,6,5,TA
1218,8640,Pave,229456,Somerst,2009,8,5,Gd
1219,6240,Pave,80500,BrkSide,1947,4,5,TA
1220,1680,Pave,91500,BrDale,1971,6,5,TA
1221,7800,Pave,115000,NAmes,1964,5,5,TA
1222,8250,Pave,134000,Sawyer,1968,5,5,TA
1223,10496,Pave,143000,NAmes,1949,6,6,TA
1224,10680,Pave,137900,NAmes,1951,5,3,TA
1225,15384,Pave,184000,Gilbert,2004,7,5,Gd
1226,10482,Pave,145000,NAmes,1958,6,8,TA
1227,14598,Pave,214000,Somerst,2007,6,5,Gd
1228,8872,Pave,147000,NAmes,1965,5,8,Gd
1229,8769,Pave,367294,NridgHt,2008,9,5,Ex
1230,7910,Pave,127000,NAmes,1960,5,5,TA
1231,18890,Pave,190000,Sawyer,1977,5,5,TA
1232,7728,Pave,132500,NAmes,1962,5,6,TA
1233,9842,Pave,101800,NAmes,1962,4,5,TA
1234,12160,Pave,142000,NAmes,1959,5,5,TA
1235,8525,Pave,130000,SWISU,1911,5,6,TA
1236,13132,Pave,138887,Crawfor,1914,5,5,TA
1237,2628,Pave,175500,NridgHt,2003,7,5,Gd
1238,12393,Pave,195000,CollgCr,2004,7,5,Gd
1239,13072,Pave,142500,SawyerW,2005,6,5,TA
1240,9037,Pave,265900,Timber,2006,8,5,Ex
1241,8158,Pave,224900,CollgCr,2003,7,5,Gd
1242,9849,Pave,248328,Somerst,2007,7,6,Gd
1243,10625,Pave,170000,NWAmes,1974,7,6,Gd
1244,13891,Pave,465000,NridgHt,2006,10,5,Ex
1245,11435,Pave,230000,Crawfor,1929,8,7,Gd
1246,12090,Pave,178000,NWAmes,1984,6,7,TA
1247,8125,Pave,186500,Somerst,2005,7,5,Gd
1248,12328,Pave,169900,Mitchel,1976,6,5,TA
1249,9600,Pave,129500,OldTown,1917,6,5,TA
1250,7200,Pave,119000,NAmes,1950,5,7,TA
1251,11160,Pave,244000,NAmes,1968,7,5,Ex
1252,3136,Pave,171750,NridgHt,2003,7,5,Gd
1253,9858,Pave,130000,Mitchel,1968,5,6,TA
1254,17542,Pave,294000,Veenker,1974,7,7,Gd
1255,6931,Pave,165400,Edwards,2003,7,5,Gd
1256,6240,Pave,127500,BrkSide,1931,6,6,TA
1257,14303,Pave,301500,NoRidge,1994,8,5,Gd
1258,4060,Pave,99900,Edwards,1922,5,8,TA
1259,9587,Pave,190000,Gilbert,2005,7,5,Gd
1260,9750,Pave,151000,NAmes,1969,6,8,TA
1261,24682,Pave,181000,Gilbert,1999,6,5,TA
1262,9600,Pave,128900,NAmes,1956,5,6,TA
1263,11250,Pave,161500,ClearCr,1957,4,5,TA
1264,13515,Pave,180500,BrkSide,1919,6,6,TA
1265,4060,Pave,181000,NAmes,1998,6,5,Gd
1266,3735,Pave,183900,Somerst,1999,7,5,Gd
1267,10120,Pave,122000,OldTown,1910,7,4,TA
1268,13214,Pave,378500,Timber,2008,9,5,Ex
1269,14100,Pave,381000,Crawfor,1935,8,9,Gd
1270,11344,Pave,144000,NAmes,1958,5,5,TA
1271,23595,Pave,260000,ClearCr,1979,7,6,Gd
1272,9156,Pave,185750,NWAmes,1968,6,7,Gd
1273,13526,Pave,137000,Sawyer,1965,5,6,TA
1274,11512,Pave,177000,Edwards,1959,6,7,Ex
1275,5362,Pave,139000,Crawfor,1910,5,6,TA
1276,11345,Pave,137000,NAmes,1948,5,5,TA
1277,12936,Pave,162000,NWAmes,1972,6,6,TA
1278,17871,Pave,197900,NWAmes,1967,6,5,TA
1279,9473,Pave,237000,CollgCr,2002,8,5,Gd
1280,7500,Pave,68400,IDOTRR,1920,4,4,TA
1281,9808,Pave,227000,CollgCr,2002,7,5,Gd
1282,8049,Pave,180000,Timber,1990,7,5,TA
1283,8800,Pave,150500,CollgCr,1977,5,7,Gd
1284,9400,Pave,139000,Mitchel,1971,6,5,TA
1285,9638,Pave,169000,SWISU,1919,6,7,Gd
1286,6000,Pave,132500,BrkSide,1939,6,6,TA
1287,9790,Pave,143000,NWAmes,1963,6,5,TA
1288,36500,Pave,190000,ClearCr,1964,5,5,TA
1289,5664,Pave,278000,StoneBr,2000,8,5,Ex
1290,11065,Pave,281000,NridgHt,2006,8,5,Ex
1291,14112,Pave,180500,NAmes,1964,5,7,TA
1292,1680,Pave,119500,BrDale,1972,5,7,TA
1293,6600,Pave,107500,OldTown,1892,5,4,TA
1294,10140,Pave,162900,NWAmes,1976,7,5,TA
1295,8172,Pave,115000,Edwards,1955,5,7,TA
1296,8400,Pave,138500,NAmes,1968,5,5,TA
1297,8700,Pave,155000,NAmes,1963,5,6,TA
1298,3675,Pave,140000,Edwards,2005,6,5,TA
1299,63887,Pave,160000,Edwards,2008,10,5,Ex
1300,7500,Pave,154000,NAmes,1959,5,7,Gd
1301,10762,Pave,225000,Gilbert,1999,7,5,Gd
1302,7500,Pave,177500,Crawfor,1942,6,7,Gd
1303,10120,Pave,290000,NoRidge,1994,8,5,Gd
1304,8688,Pave,232000,Somerst,2005,7,5,Gd
1305,3363,Pave,130000,Edwards,2004,7,5,Gd
1306,13173,Pave,325000,NridgHt,2006,9,5,Ex
1307,6955,Pave,202500,NridgHt,2005,7,5,Gd
1308,8072,Pave,138000,CollgCr,1994,5,5,TA
1309,12000,Pave,147000,OldTown,1948,5,7,Gd
1310,7153,Pave,179200,SawyerW,1991,6,5,Gd
1311,17500,Pave,335000,Crawfor,1959,7,8,Ex
1312,8814,Pave,203000,CollgCr,2005,7,5,Gd
1313,9572,Pave,302000,NoRidge,1990,8,5,Gd
1314,14774,Pave,333168,NoRidge,1999,9,5,Gd
1315,8190,Pave,119000,Edwards,1954,4,6,TA
1316,11075,Pave,206900,NAmes,1969,6,5,TA
1317,10226,Pave,295493,CollgCr,2008,8,5,Ex
1318,4230,Pave,208900,Somerst,2006,7,5,Gd
1319,14781,Pave,275000,CollgCr,2001,8,5,Gd
1320,10215,Pave,111000,Edwards,1954,4,5,TA
1321,8400,Pave,156500,NAmes,1957,6,3,TA
1322,6627,Pave,72500,BrkSide,1949,3,6,TA
1323,10186,Pave,190000,NoRidge,1992,7,5,Gd
1324,5330,Pave,82500,BrkSide,1940,4,7,Fa
1325,9986,Pave,147000,Somerst,2006,8,5,Gd
1326,3636,Pave,55000,IDOTRR,1922,4,4,TA
1327,4270,Pave,79000,Edwards,1931,3,6,Gd
1328,6600,Pave,130500,Mitchel,1982,5,9,Gd
1329,10440,Pave,256000,OldTown,1920,6,7,TA
1330,9084,Pave,176500,Gilbert,1998,7,5,TA
1331,10000,Pave,227000,Somerst,2006,8,5,Gd
1332,10780,Pave,132500,CollgCr,1976,5,5,TA
1333,8877,Pave,100000,Edwards,1938,4,6,TA
1334,7200,Pave,125500,IDOTRR,1938,5,6,Gd
1335,2368,Pave,125000,BrDale,1970,5,6,TA
1336,9650,Pave,167900,NWAmes,1977,6,5,TA
1337,9246,Pave,135000,NWAmes,1973,5,5,TA
1338,4118,Pave,52500,OldTown,1941,4,4,Fa
1339,13450,Pave,200000,CollgCr,2002,7,5,Gd
1340,9560,Pave,128500,CollgCr,1972,5,7,TA
1341,8294,Pave,123000,NAmes,1971,4,5,TA
1342,13695,Pave,155000,SawyerW,2003,6,5,Gd
1343,9375,Pave,228500,CollgCr,2002,8,5,Gd
1344,7558,Pave,177000,Crawfor,1928,6,6,TA
1345,11103,Pave,155835,CollgCr,2006,7,5,Gd
1346,6000,Pave,108500,OldTown,1920,4,4,Fa
1347,20781,Pave,262500,NWAmes,1968,7,7,TA
1348,15306,Pave,283463,Timber,2006,8,5,Gd
1349,16196,Pave,215000,SawyerW,1998,7,5,Gd
1350,5250,Pave,122000,OldTown,1872,8,5,TA
1351,11643,Pave,200000,NAmes,1969,5,5,TA
1352,9247,Pave,171000,NAmes,1962,6,6,TA
1353,6000,Pave,134900,BrkSide,1937,6,9,TA
1354,14720,Pave,410000,NoRidge,1995,8,5,Gd
1355,10316,Pave,235000,CollgCr,2000,7,5,Gd
1356,10192,Pave,170000,NWAmes,1968,7,6,Gd
1357,9477,Pave,110000,NAmes,1966,5,5,TA
1358,12537,Pave,149900,NAmes,1971,5,6,TA
1359,2117,Pave,177500,Somerst,2000,6,5,Gd
1360,16737,Pave,315000,NridgHt,2004,9,5,Ex
1361,9842,Pave,189000,SWISU,1921,5,6,TA
1362,16158,Pave,260000,StoneBr,2005,7,5,Gd
1363,12513,Pave,104900,NAmes,1920,4,4,TA
1364,8499,Pave,156932,Gilbert,2006,6,5,Gd
1365,3180,Pave,144152,Somerst,2005,7,5,Gd
1366,7500,Pave,216000,Somerst,2000,7,5,Gd
1367,9179,Pave,193000,CollgCr,1999,7,5,Gd
1368,2665,Pave,127000,MeadowV,1977,5,6,TA
1369,4435,Pave,144000,CollgCr,2003,6,5,Gd
1370,10635,Pave,232000,CollgCr,2003,8,5,Gd
1371,5400,Pave,105000,OldTown,1920,4,6,TA
1372,9600,Pave,165500,NAmes,1955,6,6,Gd
1373,9750,Pave,274300,CollgCr,1998,7,6,Gd
1374,11400,Pave,466500,NoRidge,2001,10,5,Ex
1375,10625,Pave,250000,Somerst,2005,7,5,Gd
1376,10991,Pave,239000,Timber,2007,8,5,Gd
1377,6292,Pave,91000,SWISU,1930,6,5,TA
1378,10998,Pave,117000,Edwards,1941,5,5,TA
1379,1953,Pave,83000,BrDale,1973,6,5,TA
1380,9735,Pave,167500,Timber,2006,5,5,Gd
1381,8212,Pave,58500,Edwards,1914,3,3,TA
1382,12925,Pave,237500,NAmes,1970,6,7,TA
1383,7200,Pave,157000,OldTown,1920,7,7,Gd
1384,25339,Pave,112000,Sawyer,1918,5,7,Gd
1385,9060,Pave,105000,Edwards,1939,6,5,TA
1386,5436,Pave,125500,IDOTRR,1922,4,8,Gd
1387,16692,Pave,250000,NWAmes,1978,7,5,Gd
1388,8520,Pave,136000,OldTown,1916,6,7,Gd
1389,14892,Pave,377500,Gilbert,2006,9,5,Ex
1390,6000,Pave,131000,BrkSide,1941,6,6,TA
1391,9100,Pave,235000,CollgCr,2000,7,5,Gd
1392,8944,Pave,124000,NAmes,1967,5,5,TA
1393,7838,Pave,123000,NAmes,1967,5,5,TA
1394,10800,Pave,163000,OldTown,1905,6,7,TA
1395,4045,Pave,246578,Blmngtn,2006,7,5,Gd
1396,12665,Pave,281213,Timber,2005,8,5,Gd
1397,57200,Pave,160000,Timber,1948,5,5,TA
1398,6120,Pave,137500,BrkSide,1920,5,8,TA
1399,7200,Pave,138000,NAmes,1950,5,4,TA
1400,6171,Pave,137450,SWISU,1925,6,6,Gd
1401,6000,Pave,120000,BrkSide,1929,6,7,TA
1402,7415,Pave,193000,Gilbert,2004,6,5,TA
1403,6762,Pave,193879,CollgCr,2006,7,5,Gd
1404,15256,Pave,282922,Somerst,2007,8,5,Gd
1405,10410,Pave,105000,OldTown,1915,3,4,TA
1406,3842,Pave,275000,Crawfor,2004,8,5,Gd
1407,8445,Pave,133000,CollgCr,1972,5,7,TA
1408,8780,Pave,112000,Mitchel,1985,5,5,TA
1409,7740,Pave,125500,OldTown,1910,4,7,TA
1410,20544,Pave,215000,NWAmes,1986,7,6,TA
1411,12420,Pave,230000,CollgCr,2001,7,5,Gd
1412,9600,Pave,140000,NAmes,1950,6,8,TA
1413,7200,Pave,90000,NAmes,1949,4,5,TA
1414,10994,Pave,257000,SawyerW,2005,8,5,Gd
1415,13053,Pave,207000,BrkSide,1923,6,7,Gd
1416,3635,Pave,175900,Blmngtn,2007,7,5,Gd
1417,11340,Pave,122500,OldTown,1885,4,6,TA
1418,16545,Pave,340000,NoRidge,1998,8,5,Gd
1419,9204,Pave,124000,NAmes,1963,5,5,TA
1420,16381,Pave,223000,Crawfor,1969,6,5,Gd
1421,11700,Pave,179900,NWAmes,1968,6,6,TA
1422,4043,Pave,127500,NPkVill,1977,6,5,TA
1423,4435,Pave,136500,CollgCr,2003,6,5,Gd
1424,19690,Pave,274970,Edwards,1966,6,7,Gd
1425,9503,Pave,144000,NAmes,1958,5,5,TA
1426,10721,Pave,142000,NAmes,1959,6,6,Gd
1427,10944,Pave,271000,NoRidge,1994,7,5,Gd
1428,10930,Pave,140000,NAmes,1945,5,6,TA
1429,7200,Pave,119000,OldTown,1940,5,7,Gd
1430,12546,Pave,182900,NWAmes,1981,6,7,Gd
1431,21930,Pave,192140,Gilbert,2005,5,5,TA
1432,4928,Pave,143750,NPkVill,1976,6,6,TA
1433,10800,Pave,64500,OldTown,1927,4,6,TA
1434,10261,Pave,186500,Gilbert,2000,6,5,TA
1435,17400,Pave,160000,Mitchel,1977,5,5,TA
1436,8400,Pave,174000,NAmes,1962,6,9,Gd
1437,9000,Pave,120500,NAmes,1971,4,6,TA
1438,12444,Pave,394617,NridgHt,2008,8,5,Ex
1439,7407,Pave,149700,OldTown,1957,6,7,TA
1440,11584,Pave,197000,NWAmes,1979,7,6,TA
1441,11526,Pave,191000,Crawfor,1922,6,7,TA
1442,4426,Pave,149300,CollgCr,2004,6,5,Gd
1443,11003,Pave,310000,Somerst,2008,10,5,Ex
1444,8854,Pave,121000,BrkSide,1916,6,6,Fa
1445,8500,Pave,179600,CollgCr,2004,7,5,Gd
1446,8400,Pave,129000,Sawyer,1966,6,5,TA
1447,26142,Pave,157900,Mitchel,1962,5,7,TA
1448,10000,Pave,240000,CollgCr,1995,8,5,Gd
1449,11767,Pave,112000,Edwards,1910,4,7,TA
1450,1533,Pave,92000,MeadowV,1970,5,7,Ex
1451,9000,Pave,136000,NAmes,1974,5,5,TA
1452,9262,Pave,287090,Somerst,2008,8,5,Ex
1453,3675,Pave,145000,Edwards,2005,5,5,TA
1454,17217,Pave,84500,Mitchel,2006,5,5,TA
1455,7500,Pave,185000,Somerst,2004,7,5,Gd
1456,7917,Pave,175000,Gilbert,1999,6,5,TA
1457,13175,Pave,210000,NWAmes,1978,6,6,TA
1458,9042,Pave,266500,Crawfor,1941,7,9,Gd
1459,9717,Pave,142125,NAmes,1950,5,6,Gd
1460,9937,Pave,147500,Edwards,1965,5,6,TA
